# Korg.jl Solar Spectrum - Simple Format
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux  Continuum(erg/s/cm²/Å)
 5129.6800      0.962955     1.018494e+15
 5129.6900      0.941749     1.018489e+15
 5129.7000      0.909723     1.018484e+15
 5129.7100      0.875926     1.018479e+15
 5129.7200      0.851098     1.018475e+15
 5129.7300      0.843502     1.018470e+15
 5129.7400      0.855509     1.018465e+15
 5129.7500      0.883397     1.018460e+15
 5129.7600      0.918427     1.018455e+15
 5129.7700      0.950804     1.018450e+15
 5129.7800      0.974295     1.018445e+15
 5129.7900      0.988031     1.018440e+15
 5129.8000      0.994478     1.018435e+15
 5129.8100      0.996765     1.018430e+15
 5129.8200      0.996441     1.018425e+15
 5129.8300      0.993270     1.018421e+15
 5129.8400      0.985387     1.018416e+15
 5129.8500      0.969541     1.018411e+15
 5129.8600      0.944045     1.018406e+15
 5129.8700      0.911057     1.018401e+15
 5129.8800      0.877457     1.018396e+15
 5129.8900      0.851676     1.018391e+15
 5129.9000      0.838845     1.018386e+15
 5129.9100      0.838526     1.018381e+15
 5129.9200      0.847090     1.018376e+15
 5129.9300      0.862577     1.018372e+15
 5129.9400      0.885941     1.018367e+15
 5129.9500      0.916483     1.018362e+15
 5129.9600      0.948318     1.018357e+15
 5129.9700      0.973437     1.018352e+15
 5129.9800      0.988389     1.018347e+15
 5129.9900      0.995166     1.018342e+15
 5130.0000      0.997602     1.018337e+15
 5130.0100      0.998350     1.018333e+15
 5130.0200      0.998582     1.018329e+15
 5130.0300      0.998537     1.018325e+15
 5130.0400      0.998582     1.018321e+15
 5130.0500      0.998609     1.018316e+15
 5130.0600      0.998626     1.018312e+15
 5130.0700      0.998689     1.018308e+15
 5130.0800      0.998773     1.018304e+15
 5130.0900      0.998764     1.018300e+15
 5130.1000      0.998753     1.018295e+15
 5130.1100      0.998791     1.018291e+15
 5130.1200      0.998777     1.018287e+15
 5130.1300      0.998761     1.018283e+15
 5130.1400      0.998610     1.018279e+15
 5130.1500      0.998587     1.018274e+15
 5130.1600      0.998562     1.018270e+15
 5130.1700      0.998535     1.018266e+15
 5130.1800      0.998505     1.018262e+15
 5130.1900      0.998474     1.018258e+15
 5130.2000      0.998439     1.018253e+15
 5130.2100      0.998402     1.018249e+15
 5130.2200      0.998361     1.018245e+15
 5130.2300      0.998316     1.018241e+15
 5130.2400      0.998268     1.018237e+15
 5130.2500      0.998215     1.018232e+15
 5130.2600      0.998156     1.018228e+15
 5130.2700      0.998092     1.018224e+15
 5130.2800      0.998022     1.018220e+15
 5130.2900      0.997944     1.018216e+15
 5130.3000      0.997955     1.018211e+15
 5130.3100      0.997858     1.018207e+15
 5130.3200      0.997751     1.018203e+15
 5130.3300      0.997630     1.018199e+15
 5130.3400      0.997495     1.018195e+15
 5130.3500      0.997341     1.018190e+15
 5130.3600      0.997167     1.018186e+15
 5130.3700      0.996968     1.018182e+15
 5130.3800      0.996607     1.018178e+15
 5130.3900      0.996334     1.018174e+15
 5130.4000      0.996016     1.018170e+15
 5130.4100      0.995642     1.018165e+15
 5130.4200      0.995195     1.018161e+15
 5130.4300      0.994657     1.018157e+15
 5130.4400      0.993994     1.018153e+15
 5130.4500      0.993161     1.018149e+15
 5130.4600      0.992124     1.018144e+15
 5130.4700      0.990767     1.018140e+15
 5130.4800      0.988885     1.018136e+15
 5130.4900      0.986034     1.018132e+15
 5130.5000      0.980632     1.018128e+15
 5130.5100      0.966882     1.018123e+15
 5130.5200      0.923546     1.018119e+15
 5130.5300      0.806860     1.018115e+15
 5130.5400      0.608386     1.018111e+15
 5130.5500      0.429494     1.018107e+15
 5130.5600      0.331327     1.018102e+15
 5130.5700      0.285149     1.018098e+15
 5130.5800      0.266029     1.018094e+15
 5130.5900      0.265181     1.018090e+15
 5130.6000      0.282258     1.018086e+15
 5130.6100      0.324951     1.018081e+15
 5130.6200      0.416139     1.018077e+15
 5130.6300      0.587114     1.018073e+15
 5130.6400      0.788488     1.018069e+15
 5130.6500      0.913598     1.018065e+15
 5130.6600      0.961068     1.018061e+15
 5130.6700      0.975492     1.018056e+15
 5130.6800      0.979916     1.018052e+15
 5130.6900      0.981454     1.018048e+15
 5130.7000      0.981377     1.018044e+15
 5130.7100      0.979618     1.018040e+15
 5130.7200      0.974743     1.018035e+15
 5130.7300      0.960630     1.018031e+15
 5130.7400      0.919344     1.018027e+15
 5130.7500      0.818055     1.018023e+15
 5130.7600      0.648631     1.018019e+15
 5130.7700      0.481585     1.018014e+15
 5130.7800      0.380718     1.018010e+15
 5130.7900      0.334990     1.018006e+15
 5130.8000      0.320999     1.018002e+15
 5130.8100      0.331045     1.017998e+15
 5130.8200      0.371734     1.017993e+15
 5130.8300      0.467200     1.017989e+15
 5130.8400      0.636158     1.017985e+15
 5130.8500      0.815648     1.017981e+15
 5130.8600      0.922440     1.017977e+15
 5130.8700      0.964174     1.017972e+15
 5130.8800      0.978302     1.017968e+15
 5130.8900      0.983920     1.017964e+15
 5130.9000      0.986777     1.017960e+15
 5130.9100      0.988385     1.017956e+15
 5130.9200      0.988196     1.017952e+15
 5130.9300      0.983546     1.017947e+15
 5130.9400      0.968038     1.017943e+15
 5130.9500      0.937293     1.017939e+15
 5130.9600      0.898535     1.017935e+15
 5130.9700      0.862626     1.017931e+15
 5130.9800      0.827180     1.017926e+15
 5130.9900      0.783582     1.017922e+15
 5131.0000      0.735624     1.017918e+15
 5131.0100      0.691768     1.017916e+15
 5131.0200      0.647823     1.017914e+15
 5131.0300      0.591990     1.017912e+15
 5131.0400      0.529769     1.017909e+15
 5131.0500      0.483991     1.017907e+15
 5131.0600      0.471931     1.017905e+15
 5131.0700      0.500717     1.017903e+15
 5131.0800      0.573804     1.017901e+15
 5131.0900      0.675148     1.017899e+15
 5131.1000      0.761477     1.017897e+15
 5131.1100      0.805888     1.017895e+15
 5131.1200      0.825733     1.017892e+15
 5131.1300      0.845944     1.017890e+15
 5131.1400      0.875726     1.017888e+15
 5131.1500      0.911406     1.017886e+15
 5131.1600      0.944677     1.017884e+15
 5131.1700      0.969352     1.017882e+15
 5131.1800      0.984244     1.017880e+15
 5131.1900      0.991754     1.017877e+15
 5131.2000      0.995042     1.017875e+15
 5131.2100      0.996379     1.017873e+15
 5131.2200      0.997069     1.017871e+15
 5131.2300      0.997364     1.017869e+15
 5131.2400      0.997570     1.017867e+15
 5131.2500      0.997726     1.017865e+15
 5131.2600      0.997861     1.017863e+15
 5131.2700      0.997977     1.017860e+15
 5131.2800      0.998072     1.017858e+15
 5131.2900      0.998162     1.017856e+15
 5131.3000      0.998240     1.017854e+15
 5131.3100      0.998310     1.017852e+15
 5131.3200      0.998421     1.017850e+15
 5131.3300      0.998477     1.017848e+15
 5131.3400      0.998527     1.017845e+15
 5131.3500      0.998573     1.017843e+15
 5131.3600      0.998614     1.017841e+15
 5131.3700      0.998651     1.017839e+15
 5131.3800      0.998686     1.017837e+15
 5131.3900      0.998717     1.017835e+15
 5131.4000      0.998746     1.017833e+15
 5131.4100      0.998772     1.017831e+15
 5131.4200      0.998796     1.017828e+15
 5131.4300      0.998818     1.017826e+15
 5131.4400      0.998839     1.017824e+15
 5131.4500      0.998858     1.017822e+15
 5131.4600      0.998876     1.017820e+15
 5131.4700      0.998892     1.017818e+15
 5131.4800      0.998904     1.017816e+15
 5131.4900      0.998905     1.017813e+15
 5131.5000      0.998904     1.017811e+15
 5131.5100      0.998901     1.017809e+15
 5131.5200      0.998897     1.017807e+15
 5131.5300      0.998890     1.017805e+15
 5131.5400      0.998880     1.017803e+15
 5131.5500      0.998868     1.017801e+15
 5131.5600      0.998853     1.017799e+15
 5131.5700      0.998834     1.017796e+15
 5131.5800      0.998795     1.017794e+15
 5131.5900      0.998710     1.017792e+15
 5131.6000      0.998441     1.017790e+15
 5131.6100      0.997579     1.017788e+15
 5131.6200      0.995076     1.017786e+15
 5131.6300      0.988937     1.017784e+15
 5131.6400      0.975740     1.017781e+15
 5131.6500      0.952795     1.017779e+15
 5131.6600      0.920519     1.017777e+15
 5131.6700      0.884725     1.017775e+15
 5131.6800      0.855165     1.017773e+15
 5131.6900      0.840947     1.017771e+15
 5131.7000      0.846460     1.017769e+15
 5131.7100      0.869623     1.017767e+15
 5131.7200      0.902059     1.017764e+15
 5131.7300      0.930368     1.017762e+15
 5131.7400      0.936912     1.017760e+15
 5131.7500      0.901420     1.017758e+15
 5131.7600      0.816898     1.017756e+15
 5131.7700      0.712859     1.017754e+15
 5131.7800      0.634864     1.017752e+15
 5131.7900      0.606625     1.017749e+15
 5131.8000      0.628438     1.017747e+15
 5131.8100      0.686501     1.017745e+15
 5131.8200      0.749051     1.017743e+15
 5131.8300      0.786843     1.017741e+15
 5131.8400      0.802456     1.017739e+15
 5131.8500      0.818132     1.017737e+15
 5131.8600      0.847526     1.017734e+15
 5131.8700      0.889004     1.017732e+15
 5131.8800      0.931505     1.017730e+15
 5131.8900      0.964199     1.017728e+15
 5131.9000      0.983576     1.017726e+15
 5131.9100      0.992564     1.017724e+15
 5131.9200      0.995721     1.017722e+15
 5131.9300      0.995588     1.017720e+15
 5131.9400      0.992302     1.017717e+15
 5131.9500      0.983948     1.017715e+15
 5131.9600      0.967522     1.017713e+15
 5131.9700      0.940098     1.017711e+15
 5131.9800      0.899417     1.017709e+15
 5131.9900      0.841938     1.017707e+15
 5132.0000      0.770121     1.017705e+15
 5132.0100      0.708401     1.017703e+15
 5132.0200      0.691728     1.017702e+15
 5132.0300      0.735291     1.017700e+15
 5132.0400      0.821406     1.017699e+15
 5132.0500      0.905750     1.017697e+15
 5132.0600      0.958320     1.017696e+15
 5132.0700      0.982848     1.017694e+15
 5132.0800      0.992751     1.017692e+15
 5132.0900      0.996435     1.017691e+15
 5132.1000      0.997735     1.017689e+15
 5132.1100      0.998322     1.017688e+15
 5132.1200      0.998512     1.017686e+15
 5132.1300      0.998617     1.017685e+15
 5132.1400      0.998678     1.017683e+15
 5132.1500      0.998721     1.017682e+15
 5132.1600      0.998812     1.017680e+15
 5132.1700      0.998825     1.017679e+15
 5132.1800      0.998833     1.017677e+15
 5132.1900      0.998837     1.017676e+15
 5132.2000      0.998838     1.017674e+15
 5132.2100      0.998836     1.017673e+15
 5132.2200      0.998714     1.017671e+15
 5132.2300      0.998683     1.017670e+15
 5132.2400      0.998639     1.017668e+15
 5132.2500      0.998608     1.017667e+15
 5132.2600      0.998494     1.017665e+15
 5132.2700      0.998229     1.017664e+15
 5132.2800      0.997457     1.017662e+15
 5132.2900      0.995195     1.017661e+15
 5132.3000      0.989567     1.017659e+15
 5132.3100      0.978752     1.017657e+15
 5132.3200      0.963816     1.017656e+15
 5132.3300      0.950506     1.017654e+15
 5132.3400      0.946219     1.017653e+15
 5132.3500      0.953553     1.017651e+15
 5132.3600      0.968083     1.017650e+15
 5132.3700      0.982192     1.017648e+15
 5132.3800      0.991440     1.017647e+15
 5132.3900      0.995857     1.017645e+15
 5132.4000      0.997505     1.017644e+15
 5132.4100      0.998028     1.017642e+15
 5132.4200      0.998185     1.017641e+15
 5132.4300      0.998235     1.017639e+15
 5132.4400      0.998247     1.017638e+15
 5132.4500      0.998240     1.017636e+15
 5132.4600      0.998221     1.017635e+15
 5132.4700      0.998287     1.017633e+15
 5132.4800      0.998238     1.017632e+15
 5132.4900      0.998152     1.017630e+15
 5132.5000      0.998092     1.017629e+15
 5132.5100      0.998028     1.017627e+15
 5132.5200      0.997958     1.017626e+15
 5132.5300      0.997883     1.017624e+15
 5132.5400      0.997801     1.017623e+15
 5132.5500      0.997711     1.017621e+15
 5132.5600      0.997613     1.017619e+15
 5132.5700      0.997505     1.017618e+15
 5132.5800      0.997385     1.017616e+15
 5132.5900      0.997252     1.017615e+15
 5132.6000      0.997104     1.017613e+15
 5132.6100      0.996794     1.017612e+15
 5132.6200      0.996598     1.017610e+15
 5132.6300      0.996369     1.017609e+15
 5132.6400      0.996089     1.017607e+15
 5132.6500      0.995694     1.017606e+15
 5132.6600      0.994924     1.017604e+15
 5132.6700      0.992889     1.017603e+15
 5132.6800      0.987203     1.017601e+15
 5132.6900      0.973527     1.017600e+15
 5132.7000      0.947920     1.017598e+15
 5132.7100      0.912939     1.017597e+15
 5132.7200      0.880531     1.017595e+15
 5132.7300      0.865546     1.017594e+15
 5132.7400      0.875046     1.017592e+15
 5132.7500      0.903808     1.017591e+15
 5132.7600      0.937551     1.017589e+15
 5132.7700      0.962984     1.017588e+15
 5132.7800      0.975876     1.017586e+15
 5132.7900      0.979284     1.017585e+15
 5132.8000      0.977149     1.017583e+15
 5132.8100      0.971142     1.017581e+15
 5132.8200      0.958518     1.017580e+15
 5132.8300      0.922700     1.017578e+15
 5132.8400      0.814355     1.017577e+15
 5132.8500      0.590773     1.017575e+15
 5132.8600      0.377081     1.017574e+15
 5132.8700      0.281735     1.017572e+15
 5132.8800      0.243365     1.017571e+15
 5132.8900      0.226252     1.017569e+15
 5132.9000      0.222957     1.017568e+15
 5132.9100      0.232509     1.017566e+15
 5132.9200      0.257971     1.017565e+15
 5132.9300      0.314575     1.017563e+15
 5132.9400      0.453131     1.017562e+15
 5132.9500      0.651938     1.017560e+15
 5132.9600      0.754433     1.017559e+15
 5132.9700      0.762752     1.017557e+15
 5132.9800      0.747219     1.017556e+15
 5132.9900      0.739340     1.017554e+15
 5133.0000      0.747337     1.017553e+15
 5133.0100      0.772163     1.017551e+15
 5133.0200      0.810861     1.017550e+15
 5133.0300      0.856729     1.017548e+15
 5133.0400      0.899374     1.017546e+15
 5133.0500      0.928035     1.017545e+15
 5133.0600      0.935696     1.017543e+15
 5133.0700      0.922153     1.017542e+15
 5133.0800      0.893833     1.017540e+15
 5133.0900      0.862211     1.017539e+15
 5133.1000      0.838771     1.017537e+15
 5133.1100      0.830379     1.017536e+15
 5133.1200      0.835377     1.017534e+15
 5133.1300      0.840395     1.017533e+15
 5133.1400      0.819135     1.017531e+15
 5133.1500      0.744791     1.017530e+15
 5133.1600      0.622413     1.017528e+15
 5133.1700      0.499803     1.017527e+15
 5133.1800      0.416328     1.017525e+15
 5133.1900      0.373695     1.017524e+15
 5133.2000      0.361730     1.017522e+15
 5133.2100      0.377875     1.017520e+15
 5133.2200      0.432404     1.017519e+15
 5133.2300      0.546076     1.017517e+15
 5133.2400      0.711917     1.017516e+15
 5133.2500      0.859903     1.017514e+15
 5133.2600      0.940380     1.017513e+15
 5133.2700      0.971379     1.017511e+15
 5133.2800      0.982280     1.017510e+15
 5133.2900      0.986882     1.017508e+15
 5133.3000      0.989395     1.017507e+15
 5133.3100      0.991041     1.017505e+15
 5133.3200      0.992216     1.017504e+15
 5133.3300      0.993208     1.017502e+15
 5133.3400      0.993892     1.017501e+15
 5133.3500      0.994433     1.017499e+15
 5133.3600      0.994868     1.017497e+15
 5133.3700      0.995226     1.017496e+15
 5133.3800      0.995524     1.017494e+15
 5133.3900      0.995774     1.017493e+15
 5133.4000      0.995988     1.017491e+15
 5133.4100      0.996170     1.017490e+15
 5133.4200      0.996328     1.017488e+15
 5133.4300      0.996464     1.017487e+15
 5133.4400      0.996583     1.017485e+15
